time,ax,ay,az,atotal
3.0322389602661133,0.28,-0.07,0.25,0.38
3.056792974472046,0.29,0.04,0.25,0.38
3.0580661296844482,0.2,0.09,0.18,0.28
3.0608251094818115,0.16,0.13,0.14,0.24
3.071133852005005,0.08,0.2,0.1,0.23
3.0815370082855225,0.03,0.23,0.08,0.24
3.091256856918335,0.02,0.2,0.22,0.29
3.101181983947754,-0.02,0.12,0.19,0.22
3.111199140548706,-0.06,0.02,0.26,0.26
3.1211998462677,-0.21,-0.02,0.27,0.34
3.131127119064331,-0.23,0.01,0.25,0.33
3.154790163040161,-0.06,0.1,0.21,0.24
3.1562130451202393,0.18,0.18,0.26,0.36
3.1605141162872314,0.22,0.16,0.23,0.35
3.170696973800659,0.12,-0.02,0.13,0.17
3.1805498600006104,0.12,-0.16,0.03,0.2
3.1908938884735107,0.11,-0.15,0.11,0.21
3.2008659839630127,0.07,0.03,0.14,0.15
3.210749864578247,0.08,0.1,0.19,0.22
3.2219719886779785,0.0,0.01,0.21,0.21
3.231621026992798,0.06,0.01,0.31,0.31
3.2549030780792236,0.08,0.1,0.33,0.35
3.256392002105713,0.04,0.18,0.35,0.39
3.260277032852173,0.0,0.21,0.39,0.44
3.2703211307525635,0.05,0.15,0.45,0.47
3.2801830768585205,0.05,0.14,0.43,0.45
3.2906301021575928,0.02,-0.11,0.39,0.4
3.3005800247192383,-0.01,-0.35,0.24,0.42
3.3103058338165283,-0.04,-0.35,0.15,0.38
3.3205859661102295,0.07,-0.2,0.21,0.29
3.3312160968780518,0.0,-0.24,0.14,0.27
3.35573410987854,-0.06,-0.37,0.04,0.37
3.357189893722534,-0.05,-0.1,0.14,0.17
3.3598058223724365,-0.1,0.12,0.23,0.27
3.369882822036743,-0.25,0.11,0.2,0.33
3.379941940307617,-0.38,0.01,0.11,0.39
3.390146017074585,-0.35,-0.07,0.08,0.36
3.4001669883728027,-0.15,-0.06,0.1,0.19
3.41007399559021,-0.05,-0.05,0.03,0.07
3.420022964477539,0.05,-0.15,-0.02,0.15
3.4299709796905518,0.1,-0.19,-0.03,0.21
3.453948974609375,0.04,-0.29,0.1,0.3
3.455394983291626,-0.03,-0.18,0.13,0.22
3.459527015686035,0.02,-0.07,0.21,0.22
3.4694011211395264,0.13,0.0,0.31,0.33
3.479377031326294,0.3,0.06,0.31,0.43
3.4897301197052,0.39,0.01,0.31,0.49
3.4997270107269287,0.34,-0.17,0.21,0.43
3.5096471309661865,0.28,-0.23,0.13,0.38
3.5196590423583984,0.2,-0.17,0.17,0.31
3.5296199321746826,0.28,-0.16,0.26,0.41
3.5533559322357178,0.36,-0.08,0.19,0.41
3.5546281337738037,0.23,-0.02,0.15,0.27
3.559077024459839,0.13,-0.09,0.13,0.2
3.5690200328826904,0.14,-0.09,0.07,0.18
3.579028844833374,0.17,0.06,-0.02,0.18
3.589346170425415,0.11,0.13,-0.07,0.18
3.5992400646209717,0.05,0.06,-0.07,0.1
3.6093218326568604,-0.06,-0.11,-0.04,0.13
3.619349956512451,-0.23,-0.26,-0.01,0.34
3.6292059421539307,-0.21,-0.19,-0.02,0.28
3.653985023498535,-0.19,0.01,0.05,0.19
3.6552889347076416,-0.19,0.13,0.02,0.23
3.658777952194214,-0.05,0.12,-0.07,0.14
3.668649911880493,0.09,0.17,-0.02,0.19
3.6786389350891113,0.2,0.18,0.04,0.27
3.6890480518341064,0.18,0.12,-0.01,0.21
3.6989529132843018,0.04,-0.01,-0.1,0.1
3.7088730335235596,-0.04,-0.11,-0.09,0.14
3.718902826309204,0.05,-0.02,0.02,0.05
3.7288339138031006,0.03,0.22,0.01,0.22
3.7538259029388428,-0.05,0.28,0.07,0.29
3.755228042602539,-0.13,0.29,0.03,0.31
3.7580909729003906,-0.06,0.16,0.03,0.17
3.7683608531951904,0.01,0.02,-0.08,0.08
3.778278112411499,0.09,-0.03,-0.13,0.16
3.788702964782715,0.05,-0.17,-0.22,0.28
3.7985150814056396,-0.06,-0.01,-0.18,0.19
3.808418035507202,-0.09,0.22,-0.04,0.24
3.818518877029419,-0.16,0.21,0.09,0.27
3.8283920288085938,-0.23,0.15,0.19,0.33
3.8552138805389404,-0.16,0.13,0.27,0.33
3.8565030097961426,-0.06,0.19,0.29,0.35
3.8581130504608154,0.07,0.33,0.43,0.54
3.8679540157318115,0.11,0.36,0.36,0.52
3.8777599334716797,0.05,0.19,0.27,0.33
3.888385057449341,0.0,-0.04,0.14,0.14
3.8982110023498535,-0.07,0.01,-0.01,0.07
3.908151865005493,-0.02,0.21,0.08,0.22
3.9180469512939453,0.02,0.27,0.17,0.31
3.929095983505249,-0.04,0.12,0.15,0.19
3.9527270793914795,-0.06,0.1,0.15,0.19
3.954025983810425,-0.05,0.15,0.17,0.23
3.957444906234741,0.04,0.17,0.17,0.24
3.9675238132476807,0.02,0.13,0.16,0.2
3.9774930477142334,-0.03,0.15,0.08,0.17
3.98786997795105,-0.03,0.06,0.15,0.16
3.997802972793579,-0.03,-0.06,0.14,0.15
4.00769305229187,-0.07,0.07,0.26,0.27
4.017735958099365,-0.3,0.23,0.38,0.53
4.028759956359863,-0.36,0.23,0.43,0.6
4.053575038909912,-0.26,0.19,0.42,0.52
4.055037021636963,-0.04,0.24,0.41,0.47
4.056998014450073,0.08,0.11,0.27,0.3
4.067118883132935,-0.03,0.0,0.2,0.2
4.077142000198364,-0.02,0.01,0.17,0.17
4.08749794960022,0.1,-0.1,0.28,0.31
4.097299814224243,0.1,-0.05,0.3,0.32
4.107332944869995,0.14,-0.03,0.35,0.37
4.117341995239258,0.13,-0.11,0.28,0.32
4.128577947616577,0.23,-0.1,0.12,0.27
4.1528098583221436,0.07,-0.09,0.08,0.13
4.154331922531128,-0.17,-0.02,0.17,0.24
4.156653165817261,-0.2,-0.06,0.21,0.29
4.1668078899383545,-0.09,-0.25,0.25,0.36
4.176723957061768,-0.04,-0.25,0.27,0.37
4.186823129653931,-0.16,-0.32,0.21,0.41
4.196969985961914,-0.16,-0.59,0.19,0.64
4.206999063491821,0.08,-0.48,0.07,0.49
4.217010974884033,0.23,-0.22,0.12,0.34
4.226902961730957,0.18,-0.2,0.06,0.27
4.255050897598267,0.21,-0.21,0.05,0.3
4.256529092788696,0.27,-0.01,0.13,0.29
4.258087873458862,0.16,0.36,0.27,0.47
4.2663609981536865,-0.04,0.4,0.27,0.48
4.276344060897827,-0.17,0.4,0.22,0.48
4.286489009857178,-0.08,0.49,0.23,0.54
4.296702146530151,0.04,0.46,0.22,0.51
4.3066418170928955,-0.04,0.33,0.06,0.33
4.316632032394409,-0.11,0.0,-0.17,0.2
4.3265650272369385,-0.13,-0.38,-0.48,0.62
4.352318048477173,-0.06,-0.57,-0.7,0.9
4.353688955307007,0.08,-0.5,-0.72,0.88
4.355961084365845,0.04,-0.31,-0.66,0.73
4.366354942321777,-0.1,-0.28,-0.58,0.65
4.376033067703247,-0.26,0.02,-0.42,0.49
4.386080980300903,-0.31,0.18,-0.19,0.4
4.39631199836731,-0.27,0.15,-0.08,0.31
4.4062340259552,-0.17,0.18,0.08,0.26
4.416425943374634,-0.18,0.25,0.16,0.34
4.426172971725464,-0.08,0.12,0.21,0.25
4.452855825424194,0.02,0.08,0.18,0.19
4.4542319774627686,-0.13,-0.04,0.09,0.16
4.45583701133728,-0.14,-0.13,-0.04,0.19
4.466315984725952,-0.23,0.02,-0.03,0.23
4.475510835647583,-0.25,0.14,-0.01,0.28
4.485725164413452,-0.07,0.16,0.06,0.18
4.495676040649414,0.05,0.16,0.06,0.17
4.505947828292847,0.03,-0.15,-0.02,0.15
4.515861988067627,0.18,-0.32,-0.09,0.37
4.5257508754730225,0.27,-0.07,-0.06,0.28
4.552188158035278,0.2,0.07,-0.06,0.22
4.553503036499023,0.03,0.0,-0.11,0.11
4.555084943771362,-0.1,-0.06,-0.04,0.12
4.566030025482178,-0.05,0.14,0.09,0.17
4.575276136398315,0.1,0.19,0.19,0.28
4.585355997085571,0.18,0.05,0.12,0.22
4.5954389572143555,0.22,-0.01,0.02,0.22
4.605518102645874,0.27,-0.1,-0.05,0.29
4.615456819534302,0.29,-0.12,-0.08,0.32
4.625331163406372,0.15,-0.19,-0.17,0.29
4.651901006698608,0.06,-0.32,-0.22,0.39
4.653538942337036,0.08,-0.19,-0.12,0.23
