time,ax,ay,az,atotal
0.009961128234863281,-0.06,0.01,0.02,0.06
0.011925220489501953,0.02,0.0,0.07,0.07
0.022119998931884766,-0.04,0.0,0.0,0.04
0.03188514709472656,-0.03,0.0,0.06,0.06
0.053336143493652344,-0.01,0.0,0.08,0.08
0.053745269775390625,-0.01,0.01,0.02,0.02
0.06178426742553711,0.0,-0.01,0.01,0.01
0.07183504104614258,-0.01,0.0,0.02,0.02
0.08233928680419922,-0.05,-0.01,0.01,0.05
0.09271907806396484,-0.02,0.0,0.03,0.03
0.10239028930664062,-0.02,-0.01,0.03,0.03
0.1125030517578125,-0.03,0.0,0.0,0.03
0.12289094924926758,-0.02,0.01,0.03,0.03
0.13286209106445312,-0.02,0.01,0.01,0.02
0.15529918670654297,-0.01,0.01,0.03,0.03
0.15575408935546875,-0.02,-0.01,0.0,0.02
0.16230416297912598,-0.03,0.0,0.01,0.03
0.17287206649780273,-0.02,0.01,0.0,0.02
0.18253421783447266,-0.02,-0.01,0.03,0.03
0.19333600997924805,0.0,-0.02,0.08,0.08
0.20318913459777832,-0.03,-0.01,0.05,0.05
0.21289300918579102,-0.03,-0.01,0.05,0.05
0.22362518310546875,-0.01,0.0,0.04,0.04
0.23325204849243164,-0.01,0.0,0.01,0.01
0.25634312629699707,-0.01,0.0,0.05,0.05
0.25690698623657227,-0.04,0.01,0.01,0.04
0.26258111000061035,-0.04,0.02,0.01,0.04
0.27315425872802734,-0.03,0.02,0.01,0.03
0.2830960750579834,-0.02,0.03,0.01,0.03
0.29326725006103516,-0.03,0.03,-0.02,0.04
0.30341005325317383,-0.04,0.03,0.01,0.05
0.3140261173248291,0.0,-0.01,0.08,0.08
0.32420921325683594,0.0,0.04,0.02,0.04
0.3565249443054199,-0.02,0.05,0.05,0.07
0.357086181640625,0.04,0.04,0.1,0.11
0.35759925842285156,0.01,0.1,0.05,0.11
0.3635830879211426,-0.07,-0.14,0.1,0.18
0.37377405166625977,-0.03,-0.35,0.16,0.38
0.3843550682067871,-0.03,0.15,-0.45,0.47
0.394118070602417,0.0,-0.06,0.27,0.27
0.404144287109375,-0.01,0.01,-0.09,0.09
0.41432714462280273,-0.01,-0.02,0.14,0.14
0.425037145614624,0.04,-0.04,0.07,0.09
0.45945215225219727,0.03,-0.23,-0.28,0.36
0.4600560665130615,-0.24,0.21,0.12,0.34
0.46058225631713867,0.16,0.14,0.39,0.44
0.4639129638671875,-0.1,-0.02,-0.21,0.23
0.4743642807006836,0.02,-0.01,0.07,0.07
0.4843921661376953,-0.01,-0.01,0.08,0.08
0.4946761131286621,-0.04,0.01,-0.06,0.07
0.504662036895752,0.0,-0.01,0.12,0.12
0.5149550437927246,-0.04,0.01,-0.03,0.05
0.5249841213226318,0.01,-0.01,0.08,0.08
