time,ax,ay,az,atotal
0.009438037872314453,0.13,-0.06,-0.37,0.39
0.018030881881713867,0.03,0.14,0.47,0.49
0.03952288627624512,-0.07,-0.05,0.13,0.15
0.040812015533447266,0.07,-0.02,-0.06,0.09
0.048146963119506836,-0.05,-0.01,0.17,0.17
0.05770587921142578,0.01,0.0,0.12,0.12
0.06795191764831543,0.0,-0.03,0.07,0.07
0.07779097557067871,-0.01,0.0,0.14,0.14
0.08791589736938477,0.01,-0.01,0.1,0.1
0.09764385223388672,-0.01,-0.01,0.1,0.1
0.10810494422912598,0.0,-0.01,0.12,0.12
0.11793184280395508,0.0,-0.02,0.1,0.1
0.14036893844604492,0.0,-0.02,0.12,0.12
0.1416778564453125,0.0,-0.01,0.11,0.11
0.14761590957641602,-0.01,-0.01,0.11,0.11
0.15758180618286133,0.0,-0.02,0.12,0.12
0.16764307022094727,0.0,-0.01,0.11,0.11
0.17744779586791992,0.0,-0.01,0.12,0.12
0.18748903274536133,0.0,-0.02,0.11,0.11
0.19753789901733398,0.0,-0.01,0.11,0.11
0.20729303359985352,0.0,-0.01,0.11,0.11
0.2172529697418213,0.0,-0.01,0.12,0.12
0.24180078506469727,0.0,-0.02,0.11,0.11
0.2432999610900879,0.0,-0.02,0.11,0.11
0.2469639778137207,0.0,-0.01,0.11,0.11
0.25698089599609375,0.01,-0.01,0.11,0.11
0.2670760154724121,0.01,0.0,0.12,0.12
0.2771759033203125,0.0,-0.01,0.11,0.11
0.2872579097747803,0.0,-0.02,0.11,0.11
0.2971689701080322,0.0,0.0,0.11,0.11
0.30716395378112793,0.0,-0.01,0.11,0.11
0.31717777252197266,0.0,-0.02,0.1,0.1
0.34324193000793457,0.0,-0.01,0.11,0.11
0.34454774856567383,-0.01,-0.01,0.12,0.12
0.34658098220825195,-0.01,-0.01,0.11,0.11
0.3566548824310303,0.0,-0.02,0.11,0.11
0.36678385734558105,0.0,-0.02,0.1,0.1
0.3770937919616699,0.0,-0.01,0.11,0.11
0.3868749141693115,0.0,-0.02,0.11,0.11
0.39688587188720703,0.0,-0.02,0.1,0.1
0.4068470001220703,0.0,-0.01,0.11,0.11
0.4165167808532715,0.0,-0.01,0.11,0.11
0.44443178176879883,-0.01,-0.02,0.12,0.12
0.44586706161499023,0.01,-0.02,0.11,0.11
0.4474620819091797,0.0,-0.01,0.11,0.11
0.456312894821167,0.0,-0.02,0.11,0.11
0.466296911239624,0.0,-0.01,0.11,0.11
0.4764549732208252,0.0,-0.02,0.11,0.11
0.48657703399658203,0.0,-0.02,0.12,0.12
0.4966139793395996,0.01,-0.01,0.12,0.12
0.5065460205078125,0.0,-0.01,0.11,0.11
0.5164408683776855,0.01,-0.01,0.12,0.12
0.5413408279418945,0.0,-0.01,0.12,0.12
0.542449951171875,0.0,-0.02,0.1,0.1
0.5459589958190918,0.0,-0.01,0.11,0.11
0.5558810234069824,0.0,-0.02,0.1,0.1
0.5660128593444824,0.0,-0.02,0.11,0.11
0.5760350227355957,0.0,-0.01,0.11,0.11
0.5858559608459473,0.0,-0.01,0.11,0.11
0.5961048603057861,0.0,-0.01,0.1,0.1
0.6069097518920898,0.0,-0.02,0.1,0.1
0.6169118881225586,0.0,-0.01,0.12,0.12
0.643007755279541,0.0,-0.01,0.11,0.11
0.6444010734558105,-0.01,-0.02,0.12,0.12
0.6459388732910156,-0.01,-0.01,0.11,0.11
0.6564860343933105,0.0,-0.01,0.11,0.11
0.6656827926635742,0.0,-0.02,0.11,0.11
0.6757917404174805,0.0,-0.02,0.12,0.12
0.6856827735900879,0.0,-0.02,0.11,0.11
0.6957719326019287,0.0,-0.01,0.12,0.12
0.7056548595428467,0.01,-0.01,0.11,0.11
0.7158479690551758,0.0,-0.02,0.12,0.12
0.7399888038635254,0.0,-0.01,0.11,0.11
0.7413840293884277,0.0,-0.01,0.11,0.11
0.7452330589294434,0.0,-0.02,0.11,0.11
0.7551169395446777,0.0,-0.01,0.11,0.11
0.7652149200439453,-0.01,-0.01,0.11,0.11
0.7751979827880859,0.0,-0.02,0.11,0.11
0.7850849628448486,0.0,-0.01,0.11,0.11
0.7955429553985596,0.05,-0.03,0.09,0.1
0.8054149150848389,0.05,0.01,0.12,0.13
0.816396951675415,-0.1,-0.03,0.19,0.21
0.8407540321350098,-0.03,-0.03,0.09,0.09
0.8421609401702881,-0.03,0.0,0.13,0.13
0.844794750213623,-0.03,-0.02,0.19,0.19
0.8566079139709473,-0.01,-0.01,0.19,0.19
0.8649120330810547,0.06,-0.03,-0.17,0.18
0.8751029968261719,0.01,-0.01,0.08,0.08
0.8849709033966064,-0.01,-0.02,0.13,0.13
0.8947279453277588,-0.01,-0.02,0.13,0.13
0.90482497215271,-0.01,-0.02,0.15,0.15
0.9150147438049316,0.0,-0.01,0.1,0.1
0.942767858505249,-0.01,-0.01,0.12,0.12
0.9444248676300049,0.0,-0.01,0.12,0.12
0.9453377723693848,0.02,0.0,0.12,0.12
0.9567098617553711,0.0,-0.01,0.11,0.11
0.9644699096679688,0.0,-0.01,0.12,0.12
0.9745807647705078,0.01,0.0,0.13,0.13
0.984677791595459,0.03,0.0,0.12,0.12
0.9947390556335449,-0.01,-0.01,0.18,0.18
1.0046310424804688,0.06,0.0,0.1,0.11
1.0145349502563477,0.11,0.04,0.12,0.16
1.0391108989715576,0.15,0.02,0.13,0.19
1.0407657623291016,0.2,0.03,0.24,0.31
1.0439457893371582,0.18,0.02,0.26,0.31
1.0566530227661133,0.17,-0.06,0.14,0.22
1.0640759468078613,-0.07,-0.18,0.25,0.31
1.0738608837127686,-0.54,-0.21,0.16,0.6
1.0843169689178467,-0.36,0.01,-0.01,0.36
1.0943279266357422,-0.09,0.03,0.36,0.37
1.10434889793396,-0.14,-0.02,0.49,0.51
1.1141700744628906,-0.2,0.11,0.42,0.47
1.1405410766601562,0.17,0.15,0.33,0.4
1.1422219276428223,0.65,-0.12,0.21,0.69
1.1435728073120117,0.58,-0.23,0.32,0.7
1.1568238735198975,0.5,-0.2,0.1,0.54
1.1637959480285645,0.28,-0.26,-0.35,0.51
1.1734857559204102,0.11,-0.31,-0.38,0.5
1.1838929653167725,-0.01,-0.2,-0.51,0.54
1.193894863128662,-0.1,-0.18,-0.49,0.53
1.203901767730713,-0.33,-0.06,-0.17,0.37
1.2137880325317383,-0.47,0.09,0.22,0.52
1.2390038967132568,-0.3,0.18,0.38,0.51
1.2406988143920898,-0.2,-0.05,0.72,0.74
1.2432379722595215,-0.3,-0.24,0.78,0.86
1.256746768951416,-0.32,-0.12,0.62,0.7
1.2633180618286133,-0.16,0.04,0.43,0.46
1.2730507850646973,-0.02,0.07,0.3,0.3
1.2836380004882812,0.01,-0.16,0.23,0.28
1.2935638427734375,-0.38,-0.56,0.25,0.72
1.3035099506378174,-0.46,-0.47,0.23,0.69
1.3145360946655273,-0.27,-0.02,0.32,0.41
1.3396620750427246,0.24,0.28,0.49,0.61
1.3413639068603516,0.69,0.34,0.38,0.85
1.342787742614746,0.57,0.36,0.35,0.75
1.3567469120025635,0.4,0.56,0.15,0.7
1.3629088401794434,0.34,0.74,-0.12,0.82
1.3727807998657227,0.13,0.65,-0.09,0.66
1.3833038806915283,-0.1,0.43,-0.19,0.48
1.3932249546051025,-0.22,0.25,-0.06,0.33
1.4031238555908203,-0.35,0.19,0.11,0.41
1.4130709171295166,-0.13,0.17,0.15,0.26
1.4386157989501953,0.08,0.19,0.5,0.54
1.440260887145996,0.18,0.32,0.47,0.59
1.4424457550048828,0.27,0.44,0.15,0.53
1.4569358825683594,0.3,0.35,0.08,0.46
1.4625968933105469,0.17,0.27,0.07,0.32
1.472315788269043,-0.03,0.23,0.16,0.28
1.4828929901123047,-0.09,0.0,0.38,0.39
1.4929099082946777,0.02,-0.36,0.52,0.63
1.502673864364624,0.15,-0.5,0.51,0.72
1.5136370658874512,0.1,-0.42,0.43,0.6
1.5386638641357422,-0.05,-0.35,0.27,0.44
1.5403718948364258,0.03,-0.15,0.27,0.31
1.5421557426452637,0.28,0.18,0.37,0.49
1.5567469596862793,0.27,0.26,0.43,0.57
1.5621058940887451,0.07,0.12,0.54,0.55
1.572375774383545,-0.03,0.08,0.57,0.57
1.5826020240783691,-0.11,0.02,0.43,0.44
1.592315912246704,-0.16,-0.16,0.27,0.35
