time,gFx,gFy,gFz,gFTotal
1.884889841079712,0.01690673828125,0.0046844482421875,0.01318359375,0.022
1.894685983657837,0.0159454345703125,0.00244140625,0.0130615234375,0.021
1.9059288501739502,0.0139007568359375,-3.0517578125e-05,0.013946533203125,0.02
1.9220678806304932,0.0126495361328125,-0.0024261474609375,0.01397705078125,0.019
1.9255931377410889,0.011260986328125,-0.003509521484375,0.015533447265625,0.02
1.9356930255889893,0.0099029541015625,-0.006072998046875,0.0149688720703125,0.019
1.9446561336517334,0.008941650390625,-0.00701904296875,0.0118560791015625,0.016
1.9554851055145264,0.009033203125,-0.01025390625,0.013214111328125,0.019
1.9644458293914795,0.0082855224609375,-0.0118560791015625,0.0124664306640625,0.019
1.974290132522583,0.0072174072265625,-0.0128631591796875,0.01116943359375,0.019
1.984588861465454,0.006805419921875,-0.0146026611328125,0.01202392578125,0.02
1.9943530559539795,0.006195068359375,-0.0166015625,0.0117034912109375,0.021
2.004086971282959,0.006011962890625,-0.0173797607421875,0.0093994140625,0.021
2.0214309692382812,0.00518798828125,-0.0178070068359375,0.0087890625,0.021
2.0252878665924072,0.0044403076171875,-0.019561767578125,0.0092315673828125,0.022
2.0353050231933594,0.0047760009765625,-0.0206451416015625,0.006622314453125,0.022
2.044114828109741,0.00445556640625,-0.0211639404296875,0.0066986083984375,0.023
2.05517315864563,0.004669189453125,-0.02117919921875,0.0059356689453125,0.022
2.0641560554504395,0.004425048828125,-0.0222320556640625,0.00262451171875,0.023
2.075059175491333,0.00408935546875,-0.0226593017578125,0.0016937255859375,0.023
2.0847389698028564,0.004791259765625,-0.0232391357421875,0.0009918212890625,0.024
2.095815896987915,0.00445556640625,-0.0235137939453125,0.00054931640625,0.024
2.105937957763672,0.004150390625,-0.0228729248046875,-0.0016937255859375,0.023
2.1227428913116455,0.005950927734375,-0.022979736328125,-0.0012664794921875,0.024
2.126589059829712,0.0049285888671875,-0.0227508544921875,-0.0039215087890625,0.024
2.1348931789398193,0.005462646484375,-0.022216796875,-0.00469970703125,0.023
2.143723964691162,0.0057525634765625,-0.0219879150390625,-0.00482177734375,0.023
2.1547129154205322,0.005584716796875,-0.02191162109375,-0.0066680908203125,0.024
2.1654908657073975,0.006378173828125,-0.0205841064453125,-0.00848388671875,0.023
2.1739070415496826,0.005523681640625,-0.020843505859375,-0.0086822509765625,0.023
2.1843490600585938,0.0067291259765625,-0.0203704833984375,-0.0101165771484375,0.024
2.193629026412964,0.0070648193359375,-0.0197296142578125,-0.010406494140625,0.023
2.2037441730499268,0.0075225830078125,-0.0187530517578125,-0.0103912353515625,0.023
2.215902090072632,0.0080108642578125,-0.018310546875,-0.0108795166015625,0.023
2.2243549823760986,0.00909423828125,-0.017669677734375,-0.01055908203125,0.023
2.234225034713745,0.0092620849609375,-0.0172119140625,-0.0106353759765625,0.022
2.24347186088562,0.0100555419921875,-0.0160064697265625,-0.012054443359375,0.022
2.2539660930633545,0.0115509033203125,-0.0150146484375,-0.0119781494140625,0.022
2.2643730640411377,0.0119781494140625,-0.013946533203125,-0.011688232421875,0.022
2.275604009628296,0.01263427734375,-0.0133514404296875,-0.011322021484375,0.022
2.2836549282073975,0.0139312744140625,-0.0128936767578125,-0.0111236572265625,0.022
2.2935779094696045,0.01470947265625,-0.0112762451171875,-0.0110015869140625,0.022
2.3048388957977295,0.0153350830078125,-0.010162353515625,-0.0110321044921875,0.021
2.322350025177002,0.0170135498046875,-0.009490966796875,-0.011444091796875,0.023
2.326040029525757,0.0170135498046875,-0.009490966796875,-0.011444091796875,0.023
2.3341548442840576,0.0186767578125,-0.007659912109375,-0.0114898681640625,0.023
2.342967987060547,0.020538330078125,-0.007659912109375,-0.0110321044921875,0.025
2.3541040420532227,0.0221710205078125,-0.0069580078125,-0.0106353759765625,0.026
2.363055944442749,0.0233612060546875,-0.0057373046875,-0.0099029541015625,0.026
2.3734829425811768,0.024658203125,-0.00537109375,-0.008636474609375,0.027
2.383481979370117,0.0259246826171875,-0.004364013671875,-0.005035400390625,0.027
2.39331316947937,0.026519775390625,-0.003265380859375,-0.0005340576171875,0.027
2.4032390117645264,0.02960205078125,-0.0029449462890625,0.002197265625,0.03
2.419661045074463,0.0306854248046875,-0.0027008056640625,0.0044708251953125,0.031
2.4240610599517822,0.0324249267578125,-0.0020294189453125,0.0069122314453125,0.033
2.4340150356292725,0.035064697265625,-0.0010528564453125,0.010986328125,0.037
2.4426109790802,0.0376739501953125,-0.0012664794921875,0.0140838623046875,0.04
2.453866958618164,0.0402679443359375,-0.00091552734375,0.016754150390625,0.044
2.4627010822296143,0.0436553955078125,-0.000396728515625,0.0183563232421875,0.047
2.4737861156463623,0.0464630126953125,-0.000335693359375,0.0189208984375,0.05
2.4828460216522217,0.0496368408203125,-0.0009918212890625,0.0212554931640625,0.054
2.4924638271331787,0.0523223876953125,-0.0012664794921875,0.0241546630859375,0.058
2.502992868423462,0.05560302734375,-0.002105712890625,0.0248870849609375,0.061
2.51932692527771,0.058837890625,-0.00250244140625,0.028076171875,0.065
2.5233418941497803,0.06121826171875,-0.00341796875,0.0293121337890625,0.068
2.533437967300415,0.06549072265625,-0.0052032470703125,0.0294647216796875,0.072
2.5423810482025146,0.0689544677734375,-0.006317138671875,0.031402587890625,0.076
2.5534961223602295,0.072601318359375,-0.0077362060546875,0.0321807861328125,0.08
2.5622899532318115,0.0760955810546875,-0.0107421875,0.032989501953125,0.084
2.572283983230591,0.0797271728515625,-0.0118408203125,0.0318603515625,0.087
2.582437038421631,0.0832977294921875,-0.0149688720703125,0.0296630859375,0.09
2.5943570137023926,0.0849456787109375,-0.017364501953125,0.028900146484375,0.091
2.604092836380005,0.086822509765625,-0.0201263427734375,0.0254669189453125,0.093
2.6191928386688232,0.0894775390625,-0.0222625732421875,0.0252227783203125,0.096
2.6236870288848877,0.0914459228515625,-0.02520751953125,0.0273895263671875,0.099
2.6333601474761963,0.0931549072265625,-0.0284881591796875,0.031707763671875,0.102
2.6419031620025635,0.09320068359375,-0.030242919921875,0.0373382568359375,0.105
2.6529359817504883,0.0926361083984375,-0.033203125,0.03802490234375,0.105
2.6618731021881104,0.090911865234375,-0.035614013671875,0.0369873046875,0.104
2.671818971633911,0.0889892578125,-0.038330078125,0.0305633544921875,0.102
2.6821129322052,0.08795166015625,-0.0417938232421875,0.03204345703125,0.103
2.6917850971221924,0.08514404296875,-0.043975830078125,0.031158447265625,0.101
2.701835870742798,0.08148193359375,-0.0453033447265625,0.0274810791015625,0.097
2.7181308269500732,0.078887939453125,-0.0484771728515625,0.0236663818359375,0.096
2.7229459285736084,0.0752410888671875,-0.05010986328125,0.0216217041015625,0.093
2.732508897781372,0.0734100341796875,-0.0517578125,0.0174713134765625,0.092
2.7417609691619873,0.070587158203125,-0.0535125732421875,0.0183258056640625,0.09
2.752732992172241,0.0670166015625,-0.056396484375,0.014617919921875,0.089
2.7617480754852295,0.0633087158203125,-0.0581207275390625,0.008636474609375,0.086
2.771530866622925,0.0607452392578125,-0.0599517822265625,0.00592041015625,0.086
2.7832038402557373,0.0582122802734375,-0.060943603515625,0.004119873046875,0.084
2.792628049850464,0.0550994873046875,-0.0624847412109375,0.002593994140625,0.083
2.801494836807251,0.053680419921875,-0.0637664794921875,0.0012969970703125,0.083
2.8182179927825928,0.051849365234375,-0.06536865234375,0.0002593994140625,0.083
